000001101010,0101100001000000
000001101011,1010010001010110
000001101100,0011001101010111
000001101101,0000010100011000
000001101110,0001000100010111
000001101111,0000100100000111
000001110000,1010010001000111
000001110001,0000100001000000
000001110010,0000010100010111
000001110011,0001100100000001
000001110100,0000100100010111
000001110101,1010010001010110
000001110110,0011010001001000
000001110111,0000010000010101
000001111000,0000010100011110
000001111001,0101100001000000
000001111010,1010010001010110
000001111011,0011001101011110
000001111100,1010010001010110
000001111101,0011010001011111
000001111110,0000000000000000
000001111111,0000010000011111
000010000000,0001000000010101
000010000001,0000100000000111
000010000010,1010010001000111
000010000011,0000010001000000
000010000100,0000011000011000
000010000101,0001001000010100
000010000110,0000101000000111
000010000111,1010010001000111
000010001000,0000010101000000
000010001001,0101100001000000
000010001010,1010010001010011
000010001011,0011001101000000
000010001100,1010010001010010
000010001101,0011010001000101
000010001110,0000110000000000
000010001111,0000100000011101
000010010000,0000010000011101
000010010001,0000010100010111
000010010010,0101100001000000
000010010011,1010010001010011
000010010100,0011001101001001
000010010101,1010010001010011
000010010110,0011010001011000
000010010111,0000010000011000
000010011000,0000100000011111
000010011001,0000010000010111
000010011010,0000100000011110
000010011011,0000110000000000
000010011100,0000100000011100
000010011101,1010010001011011
000010011110,0011100001000000
000010011111,0000010100011010
000010100000,1010010001001101
000010100001,0011100001000000
000010100010,0000010100011001
000010100011,1010010001001101
000010100100,0011100001000000
000010100101,0000000000000000
000010100110,0000010000011111
000010100111,0001000000010101
000010101000,0001000000011101
000010101001,0000100000000111
000010101010,1010010001000111
000010101011,0000010001000000
000010101100,0000010100011000
000010101101,0001000100010100
000010101110,0001000100011101
000010101111,0000100100000111
000010110000,1010010001000111
000010110001,0000010101000000
000010110010,0101100001000000
000010110011,1010010001010010
000010110100,0011001101000000
000010110101,1010010001010010
000010110110,0011010001000101
000010110111,0000010100011101
000010111000,0001100100000001
000010111001,0000100100011101
000010111010,1010010001010011
000010111011,0011010001000010
000010111100,0000010000010101
000010111101,0001100000000001
000010111110,0000100000010101
000010111111,0000010000011111
000011000000,0001000000010101
000011000001,0000100000000111
000011000010,1010010001000111
000011000011,0000010001000000
000011000100,0000010100010001
000011000101,0101100001000000
000011000110,1010010001010010
000011000111,0011001101010011
000011001000,1010010001010010
000011001001,0011010001011011
000011001010,0000010100011001
000011001011,0001100100000001
000011001100,0000100100011001
000011001101,0000010100010101
000011001110,0001100100000001
000011001111,0000100100010101
000011010000,1010010001010110
000011010001,0011010001010111
000011010010,0000010100010001
000011010011,0001100100001110
000011010100,0101100001000000
000011010101,1010010001010000
000011010110,0011001101000000
000011010111,1010010001010010
000011011000,0011010001000101
000011011001,0000010100011010
000011011010,0001100100000001
000011011011,0000100100011010
000011011100,0000110100000001
000011011101,0000100100011001
000011011110,0000010100010101
000011011111,0001100100000001
000011100000,0000100100010101
000011100001,0000010100011111
000011100010,0001000100010101
000011100011,0000100100000111
000011100100,1010010001000111
000011100101,0000010101000000
000011100110,0000010000010001
000011100111,0101100001000000
000011101000,1010010001010000
000011101001,0011001101010011
000011101010,1010010001010110
000011101011,0011010001010111
000011101100,0000010100010101
000011101101,0001100100000001
000011101110,0000100100010101
000011101111,1010010001010110
000011110000,0011010001010111
000011110001,0000110000001001
000011110010,0001000000001000
000011110011,0000100000000111
000011110100,1010010010000111
000011110101,0000011110000000
000011110110,0000010000001000
000011110111,0001110000000001
000011111000,0000100000001000
000011111001,0011110000000000
000011111010,0000010000001000
000011111011,0001100000000001
000011111100,0000100000001000
000011111101,0000110000001001
000011111110,0001000000001000
000011111111,0000100000000111
000100000000,1010010010000111
000100000001,0000101110000000
000100000010,0000100100000111
000100000011,0000010000000111
000100000100,0000111000001010
000100000101,0101010010000000
000100000110,0000011000001111
000100000111,0001101000000001
000100001000,0000101000001111
000100001001,0000011000001110
000100001010,0001001000001111
000100001011,0000101000000111
000100001100,1010010001000111
000100001101,0001100100011110
000100001110,0001100100010010
000100001111,0000100101000000
000100010000,1010010001001101
000100010001,0010110001001010
000100010010,0000010000001110
000100010011,0001000000001111
000100010100,0000100000000111
000100010101,1010010001000111
000100010110,0000010001000000
000100010111,1111100000000001
000100011000,0000010000001111
000100011001,0001110000000001
000100011010,0000100000001111
000100011011,1010010001001101
000100011100,0010110001011000
000100011101,0000110000001010
000100011110,1111100000000001
000100011111,0000110000001001
000100100000,0001000000001000
000100100001,0000100000000111
000100100010,1010010010000111
000100100011,0000011110000000
000100100100,0000010000001000
000100100101,0001110000000001
000100100110,0000100000001000
000100100111,0011110000000000
000100101000,1010010001010001
000100101001,0011100001000000
000100101010,1010010001011011
000100101011,0011100001000000
000100101100,1010010001010110
000100101101,0011100001000000
000100101110,0000000000000000
